Candidate,Date,Headline,Snippet,Headline_Cleaned,Snippet_Cleaned,Headline_Keywords,Headline_Stopwords,Headline_Tokens,Snippet_Keywords,Snippet_Stopwords,Snippet_Tokens,Sentiment_Values,Sentiment,Snippet_Sentiment_Values,Snippet_Sentiment,Headline_polarity,Snippet_polarity
clinton,2016-11-05,Iran’s Latest Propaganda Tool: The Clinton-Trump Debates on Live TV,"“We only need to sit back and let these candidates show themselves how idiotic they are,” said Hamidreza Taraghi, a conservative analyst.",Iran’s Latest Propaganda Tool: The Clinton-Trump Debates on Live TV,"“We only need to sit back and let these candidates show themselves how idiotic they are,” said Hamidreza Taraghi, a conservative analyst","Iran, Latest, Propaganda, Tool, :, Clinton, -, Trump, Debates, Live, TV","’s, The, on","Iran, ’s, Latest, Propaganda, Tool, :, The, Clinton, -, Trump, Debates, on, Live, TV","“, need, sit, let, candidates, idiotic, ,, ”, said, Hamidreza, Taraghi, ,, conservative, analyst","We, only, to, back, and, these, show, themselves, how, they, are, a","“, We, only, need, to, sit, back, and, let, these, candidates, show, themselves, how, idiotic, they, are, ,, ”, said, Hamidreza, Taraghi, ,, a, conservative, analyst","[{'neg': 0.182, 'neu': 0.818, 'pos': 0.0, 'compound': -0.25}]",neu,"[{'neg': 0.153, 'neu': 0.847, 'pos': 0.0, 'compound': -0.5574}]",neu,-0.25,-0.5574
clinton,2016-11-06,"If Hillary Clinton Moves to Oval Office, Aides’ Baggage May Be Heavy","After a campaign season defined by voter weariness with and distrust of Mrs. Clinton, which old hands might follow her to the White House — and should they?","If Hillary Clinton Moves to Oval Office, Aides’ Baggage May Be Heavy","After a campaign season defined by voter weariness with and distrust of Mrs Clinton, which old hands might follow her to the White House — and should they?","Hillary, Clinton, Moves, Oval, Office, ,, Aides, ’, Baggage, Heavy","If, to, May, Be","If, Hillary, Clinton, Moves, to, Oval, Office, ,, Aides, ’, Baggage, May, Be, Heavy","campaign, season, defined, voter, weariness, distrust, Mrs, Clinton, ,, old, hands, follow, White, House, —, ?","After, a, by, with, and, of, which, might, her, to, the, and, should, they","After, a, campaign, season, defined, by, voter, weariness, with, and, distrust, of, Mrs, Clinton, ,, which, old, hands, might, follow, her, to, the, White, House, —, and, should, they, ?","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.101, 'neu': 0.899, 'pos': 0.0, 'compound': -0.4215}]",neu,0.0,-0.4215
clinton,2016-11-06,"Emails Warrant No New Action Against Hillary Clinton, F.B.I. Director Says",The F.B.I. informed Congress on Sunday that it had reviewed newly discovered emails and not changed its conclusions about Mrs. Clinton’s use of a private server.,"Emails Warrant No New Action Against Hillary Clinton, F.B.I Director Says",The F.B.I informed Congress on Sunday that it had reviewed newly discovered emails and not changed its conclusions about Mrs Clinton’s use of a private server,"Emails, Warrant, New, Action, Hillary, Clinton, ,, F.B.I, Director, Says","No, Against","Emails, Warrant, No, New, Action, Against, Hillary, Clinton, ,, F.B.I, Director, Says","F.B.I, informed, Congress, Sunday, reviewed, newly, discovered, emails, changed, conclusions, Mrs, Clinton, use, private, server","The, on, that, it, had, and, not, its, about, ’s, of, a","The, F.B.I, informed, Congress, on, Sunday, that, it, had, reviewed, newly, discovered, emails, and, not, changed, its, conclusions, about, Mrs, Clinton, ’s, use, of, a, private, server","[{'neg': 0.18, 'neu': 0.82, 'pos': 0.0, 'compound': -0.296}]",neu,"[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,-0.296,0.0
clinton,2016-11-06,Presidential Election: No New Conclusion in Clinton Email Case,The F.B.I. removed a dark cloud that has been hanging over Hillary Clinton’s campaign two days before Election Day.,Presidential Election: No New Conclusion in Clinton Email Case,The F.B.I removed a dark cloud that has been hanging over Hillary Clinton’s campaign two days before Election Day,"Presidential, Election, :, New, Conclusion, Clinton, Email, Case","No, in","Presidential, Election, :, No, New, Conclusion, in, Clinton, Email, Case","F.B.I, removed, dark, cloud, hanging, Hillary, Clinton, campaign, days, Election, Day","The, a, that, has, been, over, ’s, two, before","The, F.B.I, removed, a, dark, cloud, that, has, been, hanging, over, Hillary, Clinton, ’s, campaign, two, days, before, Election, Day","[{'neg': 0.216, 'neu': 0.784, 'pos': 0.0, 'compound': -0.296}]",neu,"[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,-0.296,0.0
clinton,2016-11-06,"Bill Clinton Evokes Past, but From the Periphery of His Wife’s Campaign","Hillary Clinton’s aides, helped by data models and experience in the elections of 2008 and 2012, have long shifted their focus away from the “Bubba” voters.","Bill Clinton Evokes Past, but From the Periphery of His Wife’s Campaign","Hillary Clinton’s aides, helped by data models and experience in the elections of 2008 and 2012, have long shifted their focus away from the “Bubba” voters","Bill, Clinton, Evokes, Past, ,, Periphery, Wife, Campaign","but, From, the, of, His, ’s","Bill, Clinton, Evokes, Past, ,, but, From, the, Periphery, of, His, Wife, ’s, Campaign","Hillary, Clinton, aides, ,, helped, data, models, experience, elections, 2008, 2012, ,, long, shifted, focus, away, “, Bubba, ”, voters","’s, by, and, in, the, of, and, have, their, from, the","Hillary, Clinton, ’s, aides, ,, helped, by, data, models, and, experience, in, the, elections, of, 2008, and, 2012, ,, have, long, shifted, their, focus, away, from, the, “, Bubba, ”, voters","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,0.0,0.0
clinton,2016-11-06,"For ‘S.N.L.,’ Clinton-Trump Has Been a Blessing and a Curse","The presidential race has blessed “Saturday Night Live” with material, and cursed it with near-impossible expectations.","For ‘S.N.L.,’ Clinton-Trump Has Been a Blessing and a Curse","The presidential race has blessed “Saturday Night Live” with material, and cursed it with near-impossible expectations","‘, S.N.L., ,, ’, Clinton, -, Trump, Blessing, Curse","For, Has, Been, a, and, a","For, ‘, S.N.L., ,, ’, Clinton, -, Trump, Has, Been, a, Blessing, and, a, Curse","presidential, race, blessed, “, Saturday, Night, Live, ”, material, ,, cursed, near, -, impossible, expectations","The, has, with, and, it, with","The, presidential, race, has, blessed, “, Saturday, Night, Live, ”, with, material, ,, and, cursed, it, with, near, -, impossible, expectations","[{'neg': 0.276, 'neu': 0.472, 'pos': 0.252, 'compound': -0.0772}]",neu,"[{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.5994}]",neu,-0.0772,0.5994
clinton,2016-11-06,The Biggest Turning Points in a Polarizing Campaign,The race between Donald J. Trump and Hillary Clinton has been one of the most contentious in modern American history. Here’s a look at how we covered major developments.,The Biggest Turning Points in a Polarizing Campaign,The race between Donald J Trump and Hillary Clinton has been one of the most contentious in modern American history Here’s a look at how we covered major developments,"Biggest, Turning, Points, Polarizing, Campaign","The, in, a","The, Biggest, Turning, Points, in, a, Polarizing, Campaign","race, Donald, J, Trump, Hillary, Clinton, contentious, modern, American, history, look, covered, major, developments","The, between, and, has, been, one, of, the, most, in, Here, ’s, a, at, how, we","The, race, between, Donald, J, Trump, and, Hillary, Clinton, has, been, one, of, the, most, contentious, in, modern, American, history, Here, ’s, a, look, at, how, we, covered, major, developments","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.085, 'neu': 0.915, 'pos': 0.0, 'compound': -0.3597}]",neu,0.0,-0.3597
clinton,2016-11-06,Voting With My Head and Heart,"Thankfully, the election is imminent. I hope a Hillary Clinton presidency is too.",Voting With My Head and Heart,"Thankfully, the election is imminent I hope a Hillary Clinton presidency is too","Voting, Head, Heart","With, My, and","Voting, With, My, Head, and, Heart","Thankfully, ,, election, imminent, hope, Hillary, Clinton, presidency","the, is, I, a, is, too","Thankfully, ,, the, election, is, imminent, I, hope, a, Hillary, Clinton, presidency, is, too","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.0, 'neu': 0.612, 'pos': 0.388, 'compound': 0.6908}]",compound,0.0,0.6908
clinton,2016-11-06,"Why the Election Is Close, and What Trump and Obama Have in Common","Both ran as outsiders, taking on the status quo. And many of the white working-class voters who supported President Obama now favor Mr. Trump.","Why the Election Is Close, and What Trump and Obama Have in Common","Both ran as outsiders, taking on the status quo And many of the white working-class voters who supported President Obama now favor Mr Trump","Election, Close, ,, Trump, Obama, Common","Why, the, Is, and, What, and, Have, in","Why, the, Election, Is, Close, ,, and, What, Trump, and, Obama, Have, in, Common","ran, outsiders, ,, taking, status, quo, white, working, -, class, voters, supported, President, Obama, favor, Mr, Trump","Both, as, on, the, And, many, of, the, who, now","Both, ran, as, outsiders, ,, taking, on, the, status, quo, And, many, of, the, white, working, -, class, voters, who, supported, President, Obama, now, favor, Mr, Trump","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.0, 'neu': 0.815, 'pos': 0.185, 'compound': 0.6124}]",neu,0.0,0.6124
clinton,2016-11-06,How a Shop Owner in the Hamptons Knows Who Will Be President,"In every presidential race since 2004, Valerie Smith has tracked the number of candidate cups sold at her store, the Monogram Shop. So far, she has correctly predicted every election.",How a Shop Owner in the Hamptons Knows Who Will Be President,"In every presidential race since 2004, Valerie Smith has tracked the number of candidate cups sold at her store, the Monogram Shop So far, she has correctly predicted every election","Shop, Owner, Hamptons, Knows, President","How, a, in, the, Who, Will, Be","How, a, Shop, Owner, in, the, Hamptons, Knows, Who, Will, Be, President","presidential, race, 2004, ,, Valerie, Smith, tracked, number, candidate, cups, sold, store, ,, Monogram, Shop, far, ,, correctly, predicted, election","In, every, since, has, the, of, at, her, the, So, she, has, every","In, every, presidential, race, since, 2004, ,, Valerie, Smith, has, tracked, the, number, of, candidate, cups, sold, at, her, store, ,, the, Monogram, Shop, So, far, ,, she, has, correctly, predicted, every, election","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.0, 'neu': 0.957, 'pos': 0.043, 'compound': 0.0772}]",neu,0.0,0.0772
clinton,2016-11-06,Letter From F.B.I. Related to Clinton Email Case,"James B. Comey, the F.B.I. director, said in a letter to members of Congress that “based on our review, we have not changed our conclusions that we expressed in July with respect to Secretary Clinton.”",Letter From F.B.I Related to Clinton Email Case,"James B Comey, the F.B.I director, said in a letter to members of Congress that “based on our review, we have not changed our conclusions that we expressed in July with respect to Secretary Clinton.”","Letter, F.B.I, Related, Clinton, Email, Case","From, to","Letter, From, F.B.I, Related, to, Clinton, Email, Case","James, B, Comey, ,, F.B.I, director, ,, said, letter, members, Congress, “, based, review, ,, changed, conclusions, expressed, July, respect, Secretary, Clinton, ., ”","the, in, a, to, of, that, on, our, we, have, not, our, that, we, in, with, to","James, B, Comey, ,, the, F.B.I, director, ,, said, in, a, letter, to, members, of, Congress, that, “, based, on, our, review, ,, we, have, not, changed, our, conclusions, that, we, expressed, in, July, with, respect, to, Secretary, Clinton, ., ”","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.0, 'neu': 0.914, 'pos': 0.086, 'compound': 0.4767}]",neu,0.0,0.4767
clinton,2016-11-07,"On Election Day, the Hillary Clinton White Suit Effect",The connection between the suffragists’ chosen color and some of Mrs. Clinton’s recent clothing has produced a campaign of its own.,"On Election Day, the Hillary Clinton White Suit Effect",The connection between the suffragists’ chosen color and some of Mrs Clinton’s recent clothing has produced a campaign of its own,"Election, Day, ,, Hillary, Clinton, White, Suit, Effect","On, the","On, Election, Day, ,, the, Hillary, Clinton, White, Suit, Effect","connection, suffragists, ’, chosen, color, Mrs, Clinton, recent, clothing, produced, campaign","The, between, the, and, some, of, ’s, has, a, of, its, own","The, connection, between, the, suffragists, ’, chosen, color, and, some, of, Mrs, Clinton, ’s, recent, clothing, has, produced, a, campaign, of, its, own","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,0.0,0.0
clinton,2016-11-07,"‘Fired Up’ Obama Makes Final Push for Clinton, and His Legacy",His travels to three crucial states were part victory lap and part nostalgia tour. But his core mission was to rally voters behind Hillary Clinton — or see his agenda defeated.,"‘Fired Up’ Obama Makes Final Push for Clinton, and His Legacy",His travels to three crucial states were part victory lap and part nostalgia tour But his core mission was to rally voters behind Hillary Clinton — or see his agenda defeated,"‘, Fired, ’, Obama, Makes, Final, Push, Clinton, ,, Legacy","Up, for, and, His","‘, Fired, Up, ’, Obama, Makes, Final, Push, for, Clinton, ,, and, His, Legacy","travels, crucial, states, victory, lap, nostalgia, tour, core, mission, rally, voters, Hillary, Clinton, —, agenda, defeated","His, to, three, were, part, and, part, But, his, was, to, behind, or, see, his","His, travels, to, three, crucial, states, were, part, victory, lap, and, part, nostalgia, tour, But, his, core, mission, was, to, rally, voters, behind, Hillary, Clinton, —, or, see, his, agenda, defeated","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.097, 'neu': 0.903, 'pos': 0.0, 'compound': -0.4767}]",neu,0.0,-0.4767
clinton,2016-11-07,Khizr Khan Revs Up Rally Before Introducing Hillary Clinton in New Hampshire,"In a call and response with voters, Mr. Khan, the father of a soldier killed in Iraq, portrayed a dark vision of the country if Donald J. Trump were to win the election.",Khizr Khan Revs Up Rally Before Introducing Hillary Clinton in New Hampshire,"In a call and response with voters, Mr Khan, the father of a soldier killed in Iraq, portrayed a dark vision of the country if Donald J Trump were to win the election","Khizr, Khan, Revs, Rally, Introducing, Hillary, Clinton, New, Hampshire","Up, Before, in","Khizr, Khan, Revs, Up, Rally, Before, Introducing, Hillary, Clinton, in, New, Hampshire","response, voters, ,, Mr, Khan, ,, father, soldier, killed, Iraq, ,, portrayed, dark, vision, country, Donald, J, Trump, win, election","In, a, call, and, with, the, of, a, in, a, of, the, if, were, to, the","In, a, call, and, response, with, voters, ,, Mr, Khan, ,, the, father, of, a, soldier, killed, in, Iraq, ,, portrayed, a, dark, vision, of, the, country, if, Donald, J, Trump, were, to, win, the, election","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.121, 'neu': 0.724, 'pos': 0.155, 'compound': 0.0772}]",neu,0.0,0.0772
clinton,2016-11-07,Trump and Clinton Tied in Final Upshot Poll of North Carolina,"Donald Trump has consolidated the support of many Republican and white voters in the state, including whites with college degrees.",Trump and Clinton Tied in Final Upshot Poll of North Carolina,"Donald Trump has consolidated the support of many Republican and white voters in the state, including whites with college degrees","Trump, Clinton, Tied, Final, Upshot, Poll, North, Carolina","and, in, of","Trump, and, Clinton, Tied, in, Final, Upshot, Poll, of, North, Carolina","Donald, Trump, consolidated, support, Republican, white, voters, state, ,, including, whites, college, degrees","has, the, of, many, and, in, the, with","Donald, Trump, has, consolidated, the, support, of, many, Republican, and, white, voters, in, the, state, ,, including, whites, with, college, degrees","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.0, 'neu': 0.876, 'pos': 0.124, 'compound': 0.4019}]",neu,0.0,0.4019
clinton,2016-11-07,Optimism From Hillary Clinton and Darkness From Donald Trump at Campaign’s End,"The candidates and their surrogates hopscotched across the United States in the final, frenzied hours of the campaign, with the nation reduced to a string of must-win states.",Optimism From Hillary Clinton and Darkness From Donald Trump at Campaign’s End,"The candidates and their surrogates hopscotched across the United States in the final, frenzied hours of the campaign, with the nation reduced to a string of must-win states","Optimism, Hillary, Clinton, Darkness, Donald, Trump, Campaign, End","From, and, From, at, ’s","Optimism, From, Hillary, Clinton, and, Darkness, From, Donald, Trump, at, Campaign, ’s, End","candidates, surrogates, hopscotched, United, States, final, ,, frenzied, hours, campaign, ,, nation, reduced, string, -, win, states","The, and, their, across, the, in, the, of, the, with, the, to, a, of, must","The, candidates, and, their, surrogates, hopscotched, across, the, United, States, in, the, final, ,, frenzied, hours, of, the, campaign, ,, with, the, nation, reduced, to, a, string, of, must, -, win, states","[{'neg': 0.129, 'neu': 0.645, 'pos': 0.226, 'compound': 0.3612}]",neu,"[{'neg': 0.0, 'neu': 0.903, 'pos': 0.097, 'compound': 0.4215}]",neu,0.3612,0.4215
clinton,2016-11-07,Hillary Clinton and Donald Trump Scramble to Make Their Final Pleas,"Racing across the electoral map, Mrs. Clinton and Mr. Trump begged voters to see Tuesday’s vote as a choice of almost apocalyptic significance.",Hillary Clinton and Donald Trump Scramble to Make Their Final Pleas,"Racing across the electoral map, Mrs Clinton and Mr Trump begged voters to see Tuesday’s vote as a choice of almost apocalyptic significance","Hillary, Clinton, Donald, Trump, Scramble, Final, Pleas","and, to, Make, Their","Hillary, Clinton, and, Donald, Trump, Scramble, to, Make, Their, Final, Pleas","Racing, electoral, map, ,, Mrs, Clinton, Mr, Trump, begged, voters, Tuesday, vote, choice, apocalyptic, significance","across, the, and, to, see, ’s, as, a, of, almost","Racing, across, the, electoral, map, ,, Mrs, Clinton, and, Mr, Trump, begged, voters, to, see, Tuesday, ’s, vote, as, a, choice, of, almost, apocalyptic, significance","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.158, 'neu': 0.771, 'pos': 0.07, 'compound': -0.5082}]",neu,0.0,-0.5082
clinton,2016-11-07,Presidential Election: The Day Before the Storm,The F.B.I.’s email finding in favor of Hillary Clinton is likely to keep resonating on Monday as she and Donald J. Trump head to key states to make their final appeals.,Presidential Election: The Day Before the Storm,The F.B.I.’s email finding in favor of Hillary Clinton is likely to keep resonating on Monday as she and Donald J Trump head to key states to make their final appeals,"Presidential, Election, :, Day, Storm","The, Before, the","Presidential, Election, :, The, Day, Before, the, Storm","F.B.I., email, finding, favor, Hillary, Clinton, likely, resonating, Monday, Donald, J, Trump, head, key, states, final, appeals","The, ’s, in, of, is, to, keep, on, as, she, and, to, to, make, their","The, F.B.I., ’s, email, finding, in, favor, of, Hillary, Clinton, is, likely, to, keep, resonating, on, Monday, as, she, and, Donald, J, Trump, head, to, key, states, to, make, their, final, appeals","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.0, 'neu': 0.917, 'pos': 0.083, 'compound': 0.4019}]",neu,0.0,0.4019
clinton,2016-11-07,"In Boomers’ Sunset, Election Reawakens an Old Divide","This race has been a rematch between two boomer factions: one yearning for the return of an idealized postwar America, the other calling to tear down whatever societal barriers remain.","In Boomers’ Sunset, Election Reawakens an Old Divide","This race has been a rematch between two boomer factions: one yearning for the return of an idealized postwar America, the other calling to tear down whatever societal barriers remain","Boomers, ’, Sunset, ,, Election, Reawakens, Old, Divide","In, an","In, Boomers, ’, Sunset, ,, Election, Reawakens, an, Old, Divide","race, rematch, boomer, factions, :, yearning, return, idealized, postwar, America, ,, calling, tear, societal, barriers, remain","This, has, been, a, between, two, one, for, the, of, an, the, other, to, down, whatever","This, race, has, been, a, rematch, between, two, boomer, factions, :, one, yearning, for, the, return, of, an, idealized, postwar, America, ,, the, other, calling, to, tear, down, whatever, societal, barriers, remain","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.0, 'neu': 0.863, 'pos': 0.137, 'compound': 0.5106}]",neu,0.0,0.5106
clinton,2016-11-07,Are There Really Hidden Trump Voters?,A special survey suggests there are more Trump supporters than other polls indicate. But they also seem unlikely to actually vote.,Are There Really Hidden Trump Voters?,A special survey suggests there are more Trump supporters than other polls indicate But they also seem unlikely to actually vote,"Hidden, Trump, Voters, ?","Are, There, Really","Are, There, Really, Hidden, Trump, Voters, ?","special, survey, suggests, Trump, supporters, polls, indicate, unlikely, actually, vote","A, there, are, more, than, other, But, they, also, seem, to","A, special, survey, suggests, there, are, more, Trump, supporters, than, other, polls, indicate, But, they, also, seem, unlikely, to, actually, vote","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.0, 'neu': 0.754, 'pos': 0.246, 'compound': 0.7076}]",neu,0.0,0.7076
clinton,2016-11-07,"This Time, There Really Is a Hispanic Voter Surge",Early voting data unequivocally indicates that Hillary Clinton will benefit from Hispanic turnout that is vastly exceeding numbers from four years ago.,"This Time, There Really Is a Hispanic Voter Surge",Early voting data unequivocally indicates that Hillary Clinton will benefit from Hispanic turnout that is vastly exceeding numbers from four years ago,"Time, ,, Hispanic, Voter, Surge","This, There, Really, Is, a","This, Time, ,, There, Really, Is, a, Hispanic, Voter, Surge","Early, voting, data, unequivocally, indicates, Hillary, Clinton, benefit, Hispanic, turnout, vastly, exceeding, numbers, years, ago","that, will, from, that, is, from, four","Early, voting, data, unequivocally, indicates, that, Hillary, Clinton, will, benefit, from, Hispanic, turnout, that, is, vastly, exceeding, numbers, from, four, years, ago","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.0, 'neu': 0.875, 'pos': 0.125, 'compound': 0.4588}]",neu,0.0,0.4588
clinton,2016-11-08,Clinton Campaigns in Philadelphia,"Hillary Clinton held a campaign event in Philadelphia with Bruce Springsteen, President Obama, the first lady and Bill and Chelsea Clinton; 40,000 people attended.",Clinton Campaigns in Philadelphia,"Hillary Clinton held a campaign event in Philadelphia with Bruce Springsteen, President Obama, the first lady and Bill and Chelsea Clinton; 40,000 people attended","Clinton, Campaigns, Philadelphia",in,"Clinton, Campaigns, in, Philadelphia","Hillary, Clinton, held, campaign, event, Philadelphia, Bruce, Springsteen, ,, President, Obama, ,, lady, Bill, Chelsea, Clinton, ;, 40,000, people, attended","a, in, with, the, first, and, and","Hillary, Clinton, held, a, campaign, event, in, Philadelphia, with, Bruce, Springsteen, ,, President, Obama, ,, the, first, lady, and, Bill, and, Chelsea, Clinton, ;, 40,000, people, attended","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,0.0,0.0
clinton,2016-11-08,Hillary Clinton Votes,"Mrs. Clinton, the Democratic nominee, filled out her ballot in Chappaqua, N.Y., on Tuesday morning, surrounded by a crowd of fans.",Hillary Clinton Votes,"Mrs Clinton, the Democratic nominee, filled out her ballot in Chappaqua, N.Y., on Tuesday morning, surrounded by a crowd of fans","Hillary, Clinton, Votes",,"Hillary, Clinton, Votes","Mrs, Clinton, ,, Democratic, nominee, ,, filled, ballot, Chappaqua, ,, N.Y., ,, Tuesday, morning, ,, surrounded, crowd, fans","the, out, her, in, on, by, a, of","Mrs, Clinton, ,, the, Democratic, nominee, ,, filled, out, her, ballot, in, Chappaqua, ,, N.Y., ,, on, Tuesday, morning, ,, surrounded, by, a, crowd, of, fans","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,0.0,0.0
clinton,2016-11-08,President Obama Campaigns for Clinton,"At an event that drew 40,000 people, President Obama rallied for his former secretary of state, Hillary Clinton.",President Obama Campaigns for Clinton,"At an event that drew 40,000 people, President Obama rallied for his former secretary of state, Hillary Clinton","President, Obama, Campaigns, Clinton",for,"President, Obama, Campaigns, for, Clinton","event, drew, 40,000, people, ,, President, Obama, rallied, secretary, state, ,, Hillary, Clinton","At, an, that, for, his, former, of","At, an, event, that, drew, 40,000, people, ,, President, Obama, rallied, for, his, former, secretary, of, state, ,, Hillary, Clinton","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,0.0,0.0
clinton,2016-11-08,Bruce Springsteen Campaigns for Clinton,The Boss campaigned for Hillary Clinton at an event in Philadelphia the night before the election.,Bruce Springsteen Campaigns for Clinton,The Boss campaigned for Hillary Clinton at an event in Philadelphia the night before the election,"Bruce, Springsteen, Campaigns, Clinton",for,"Bruce, Springsteen, Campaigns, for, Clinton","Boss, campaigned, Hillary, Clinton, event, Philadelphia, night, election","The, for, at, an, in, the, before, the","The, Boss, campaigned, for, Hillary, Clinton, at, an, event, in, Philadelphia, the, night, before, the, election","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,0.0,0.0
clinton,2016-11-08,Michelle Obama’s Challenge for Hillary Clinton,"The first lady’s speech on Monday night best expressed what unity in this country means, and what the next president will need to do.",Michelle Obama’s Challenge for Hillary Clinton,"The first lady’s speech on Monday night best expressed what unity in this country means, and what the next president will need to do","Michelle, Obama, Challenge, Hillary, Clinton","’s, for","Michelle, Obama, ’s, Challenge, for, Hillary, Clinton","lady, speech, Monday, night, best, expressed, unity, country, means, ,, president, need","The, first, ’s, on, what, in, this, and, what, the, next, will, to, do","The, first, lady, ’s, speech, on, Monday, night, best, expressed, what, unity, in, this, country, means, ,, and, what, the, next, president, will, need, to, do","[{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.0772}]",neu,"[{'neg': 0.0, 'neu': 0.846, 'pos': 0.154, 'compound': 0.6369}]",neu,0.0772,0.6369
clinton,2016-11-08,Hillary Clinton Votes in Chappaqua: ‘It’s a Humbling Feeling’,Neighbors and supporters swarmed around Mrs. Clinton and former President Bill Clinton to catch a glimpse of her filling out her ballot.,Hillary Clinton Votes in Chappaqua: ‘It’s a Humbling Feeling’,Neighbors and supporters swarmed around Mrs Clinton and former President Bill Clinton to catch a glimpse of her filling out her ballot,"Hillary, Clinton, Votes, Chappaqua, :, ‘, Humbling, Feeling, ’","in, It, ’s, a","Hillary, Clinton, Votes, in, Chappaqua, :, ‘, It, ’s, a, Humbling, Feeling, ’","Neighbors, supporters, swarmed, Mrs, Clinton, President, Bill, Clinton, catch, glimpse, filling, ballot","and, around, and, former, to, a, of, her, out, her","Neighbors, and, supporters, swarmed, around, Mrs, Clinton, and, former, President, Bill, Clinton, to, catch, a, glimpse, of, her, filling, out, her, ballot","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,"[{'neg': 0.0, 'neu': 0.873, 'pos': 0.127, 'compound': 0.4404}]",neu,0.0,0.4404
clinton,2016-11-08,Hillary Clinton Feels the Love on Her Campaign’s Last Day,"Over a 21-hour stretch of five events across four states, Mrs. Clinton was embraced by supporters, pop stars and family. And she basked in it.",Hillary Clinton Feels the Love on Her Campaign’s Last Day,"Over a 21-hour stretch of five events across four states, Mrs Clinton was embraced by supporters, pop stars and family And she basked in it","Hillary, Clinton, Feels, Love, Campaign, Day","the, on, Her, ’s, Last","Hillary, Clinton, Feels, the, Love, on, Her, Campaign, ’s, Last, Day","21-hour, stretch, events, states, ,, Mrs, Clinton, embraced, supporters, ,, pop, stars, family, basked","Over, a, of, five, across, four, was, by, and, And, she, in, it","Over, a, 21-hour, stretch, of, five, events, across, four, states, ,, Mrs, Clinton, was, embraced, by, supporters, ,, pop, stars, and, family, And, she, basked, in, it","[{'neg': 0.0, 'neu': 0.682, 'pos': 0.318, 'compound': 0.6369}]",neu,"[{'neg': 0.0, 'neu': 0.888, 'pos': 0.112, 'compound': 0.4404}]",neu,0.6369,0.4404
