Date,Candidate,Headline,Snippet,Headline_Cleaned,Snippet_Cleaned,Headline_Keywords,Headline_Stopwords,Headline_Tokens,Sentiment_Values,Sentiment,Snippet_Sentiment_Values,Snippet_Sentiment,Headline_polarity,Snippet_polarity
23/11/2016,Trump,Kids are writing letters to Donald Trump,Is this a great way for children to work out their political angst?,Kids are writing letters to Donald Trump,,"Kids, writing, letters, Donald, Trump","are, to","Kids, are, writing, letters, to, Donald, Trump","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,,,0.0,Kids are writing letters to Donald Trump
23/11/2016,Trump,Jeff Bridges says he's 'rooting' for Trump,"Donald TrumpÔs unpredictability terrifies a lot of the Hollywood elite, but Jeff Bridges sees the positive side of that quality.",Jeff Bridges says he's 'rooting' for Trump,,"Jeff, Bridges, says, ', rooting, ', Trump","he, 's, for","Jeff, Bridges, says, he, 's, ', rooting, ', for, Trump","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,,,0.0,Jeff Bridges says he's 'rooting' for Trump
23/11/2016,Trump,Trump makes headlines during meeting with NYT,Howard Kurtz gives his take,Trump makes headlines during meeting with NYT,,"Trump, makes, headlines, meeting, NYT","during, with","Trump, makes, headlines, during, meeting, with, NYT","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,,,0.0,Trump makes headlines during meeting with NYT
24/11/2016,Trump,Trump administration continues taking shape,Reaction from the 'Special Report' All-Star panel,Trump administration continues taking shape,,"Trump, administration, continues, taking, shape",,"Trump, administration, continues, taking, shape","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,,,0.0,Trump administration continues taking shape
24/11/2016,Trump,Trump says he's working on Thanksgiving to bring back jobs,Marco Soriano of the Soriano Group provides insight on 'Happening Now' about how the strength of the U.S. dollar may impact the president-elect's plans,Trump says he's working on Thanksgiving to bring back jobs,,"Trump, says, working, Thanksgiving, bring, jobs","he, 's, on, to, back","Trump, says, he, 's, working, on, Thanksgiving, to, bring, back, jobs","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,,,0.0,Trump says he's working on Thanksgiving to bring back jobs
24/11/2016,Trump,Trump unnerves Asia but India could forge closer US ties,"Some Asian nations are watching anxiously as Donald Trump prepares to take up the presidency, but for at least one major power in the region, India, the changing of the guard in Washington could strengthen ties.",Trump unnerves Asia but India could forge closer US ties,,"Trump, unnerves, Asia, India, forge, closer, ties","but, could, US","Trump, unnerves, Asia, but, India, could, forge, closer, US, ties","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,,,0.0,Trump unnerves Asia but India could forge closer US ties
25/11/2016,Trump,Big jobs still available in Trump Cabinet,Chief national correspondent Ed Henry reports on the big names being considered,Big jobs still available in Trump Cabinet,,"Big, jobs, available, Trump, Cabinet","still, in","Big, jobs, still, available, in, Trump, Cabinet","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,,,0.0,Big jobs still available in Trump Cabinet
25/11/2016,Trump,Anti-Trump protests continue across the country,Jeremy Hunt of the Douglass Leadership Institute reacts,Anti-Trump protests continue across the country,,"Anti, -, Trump, protests, continue, country","across, the","Anti, -, Trump, protests, continue, across, the, country","[{'neg': 0.275, 'neu': 0.725, 'pos': 0.0, 'compound': -0.2263}]",neu,,,-0.2263,Anti-Trump protests continue across the country
25/11/2016,Trump,Does Romney need to win trust of Trump loyalists?,Fox News contributors Jehmu Green and Tony Sayegh join the debate,Does Romney need to win trust of Trump loyalists?,,"Romney, need, win, trust, Trump, loyalists, ?","Does, to, of","Does, Romney, need, to, win, trust, of, Trump, loyalists, ?","[{'neg': 0.0, 'neu': 0.395, 'pos': 0.605, 'compound': 0.8481}]",compound,,,0.8481,Does Romney need to win trust of Trump loyalists?
26/11/2016,Trump,President-elect Trump building foreign policy team,National security expert weighs in on the challenges the next administration may face,President-elect Trump building foreign policy team,,"President, -, elect, Trump, building, foreign, policy, team",,"President, -, elect, Trump, building, foreign, policy, team","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,,,0.0,President-elect Trump building foreign policy team
26/11/2016,Trump,Trump nominees could face resistance in Congress,Associate editor of The Hill provides insight,Trump nominees could face resistance in Congress,,"Trump, nominees, face, resistance, Congress","could, in","Trump, nominees, could, face, resistance, in, Congress","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,,,0.0,Trump nominees could face resistance in Congress
26/11/2016,Trump,"Trump takes to Twitter to bypass, criticize the medi",Susan Crabtree of the Washington Examiner weighs in as reporters show concerns about the president-elect's unconventional methods,"Trump takes to Twitter to bypass, criticize the medi",,"Trump, takes, Twitter, bypass, ,, criticize, medi","to, to, the","Trump, takes, to, Twitter, to, bypass, ,, criticize, the, medi","[{'neg': 0.245, 'neu': 0.755, 'pos': 0.0, 'compound': -0.3818}]",neu,,,-0.3818,"Trump takes to Twitter to bypass, criticize the medi"
27/11/2016,Trump,Is Trump abandoning promises?,"Softens talk on Hillary, climate, waterboarding",Is Trump abandoning promises?,,"Trump, abandoning, promises, ?",Is,"Is, Trump, abandoning, promises, ?","[{'neg': 0.361, 'neu': 0.278, 'pos': 0.361, 'compound': 0.0}]",pos,,,0.0,Is Trump abandoning promises?
27/11/2016,Trump,President-elect Trump works to build administration,"Kristin Fisher reports from Washington, D.C.",President-elect Trump works to build administration,,"President, -, elect, Trump, works, build, administration",to,"President, -, elect, Trump, works, to, build, administration","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,,,0.0,President-elect Trump works to build administration
27/11/2016,Trump,President-elect Trump calls recount efforts a 'scam',"Peter Doocy reports from Palm Beach, Florida",President-elect Trump calls recount efforts a 'scam',,"President, -, elect, Trump, calls, recount, efforts, ', scam, '",a,"President, -, elect, Trump, calls, recount, efforts, a, ', scam, '","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,,,0.0,President-elect Trump calls recount efforts a 'scam'
28/11/2016,Trump,Trump still facing concerns about white supremacists,Donald Trump's disavowal this past week of white supremacists who have cheered his election as president hasn't quieted concerns about the movement's impact on his White House or whether more acts of hate will be carried out in his name.,Trump still facing concerns about white supremacists,,"Trump, facing, concerns, white, supremacists","still, about","Trump, still, facing, concerns, about, white, supremacists","[{'neg': 0.25, 'neu': 0.75, 'pos': 0.0, 'compound': -0.25}]",neu,,,-0.25,Trump still facing concerns about white supremacists
28/11/2016,Trump,Petraeus meets with Trump amid the parade of candidates,Mitt Romney will also meet again with the president-elect as the debate heats up over the secretary of state vacancy; Peter Doocy goes in-depth for 'Special Report',Petraeus meets with Trump amid the parade of candidates,,"Petraeus, meets, Trump, amid, parade, candidates","with, the, of","Petraeus, meets, with, Trump, amid, the, parade, of, candidates","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,,,0.0,Petraeus meets with Trump amid the parade of candidates
28/11/2016,Trump,President-elect Trump mocks efforts to recount the ballots,The president-elect also blasted the Clinton campaign for joining Jill Stein's efforts; Carl Cameron reports for 'Special Report',President-elect Trump mocks efforts to recount the ballots,,"President, -, elect, Trump, mocks, efforts, recount, ballots","to, the","President, -, elect, Trump, mocks, efforts, to, recount, the, ballots","[{'neg': 0.3, 'neu': 0.7, 'pos': 0.0, 'compound': -0.4588}]",neu,,,-0.4588,President-elect Trump mocks efforts to recount the ballots
29/11/2016,Trump,Sudan's Al-Bashir voices support for Trump,"Sudanese President Omar al-Bashir, who is wanted by the International Criminal Court for war crimes in Darfur, voiced his support Tuesday for U.S. President-elect Donald Trump, saying dealing with him will be ""much easier"".",Sudan's Al-Bashir voices support for Trump,,"Sudan, Al, -, Bashir, voices, support, Trump","'s, for","Sudan, 's, Al, -, Bashir, voices, support, for, Trump","[{'neg': 0.0, 'neu': 0.649, 'pos': 0.351, 'compound': 0.4019}]",neu,,,0.4019,Sudan's Al-Bashir voices support for Trump
29/11/2016,Trump,Trump chooses ObamaCare critic to revamp health care system,President-elect nominates Rep. Tom Price as secretary of Health & Human Services,Trump chooses ObamaCare critic to revamp health care system,,"Trump, chooses, ObamaCare, critic, revamp, health, care, system",to,"Trump, chooses, ObamaCare, critic, to, revamp, health, care, system","[{'neg': 0.171, 'neu': 0.569, 'pos': 0.26, 'compound': 0.2732}]",neu,,,0.2732,Trump chooses ObamaCare critic to revamp health care system
29/11/2016,Trump,Jarrett: Clinton did the one thing guaranteed to rile Trump,Did the former Democratic presidential nominee waste her 'get out of jail free' card?,Jarrett: Clinton did the one thing guaranteed to rile Trump,,"Jarrett, :, Clinton, thing, guaranteed, rile, Trump","did, the, one, to","Jarrett, :, Clinton, did, the, one, thing, guaranteed, to, rile, Trump","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,,,0.0,Jarrett: Clinton did the one thing guaranteed to rile Trump
30/11/2016,Trump,Kurtz: Can Trump appointees drain the swamp?,MediaBuzz' host Howard Kurtz weighs in on the constant negativity from the mainstream media over every Trump appointee,Kurtz: Can Trump appointees drain the swamp?,,"Kurtz, :, Trump, appointees, drain, swamp, ?","Can, the","Kurtz, :, Can, Trump, appointees, drain, the, swamp, ?","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,,,0.0,Kurtz: Can Trump appointees drain the swamp?
30/11/2016,Trump,Palestinian leader seeks Trump support for independence,The Palestinian president says he will seek President-elect Donald Trump's support for an independent Palestinian state.,Palestinian leader seeks Trump support for independence,,"Palestinian, leader, seeks, Trump, support, independence",for,"Palestinian, leader, seeks, Trump, support, for, independence","[{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.4019}]",neu,,,0.4019,Palestinian leader seeks Trump support for independence
30/11/2016,Trump,Trump formally announces Ross for Commerce secretary,President-elect Donald Trump officially said Wednesday that heÕll nominate financier Wilbur Ross to run the Commerce Department in his administration.,Trump formally announces Ross for Commerce secretary,,"Trump, formally, announces, Ross, Commerce, secretary",for,"Trump, formally, announces, Ross, for, Commerce, secretary","[{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}]",neu,,,0.0,Trump formally announces Ross for Commerce secretary
